FID,ASS,Name,Kurzname,Haltestellenbereich,Koordinate,Betriebsbereich,Linien
haltestellen.fid-62cca9c6_1651d8457bd_6b60,43911,Baumschulenweg,PAB,439,POINT (6.9998166362 50.9149432963),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b61,43912,Baumschulenweg,PAB,439,POINT (7.0001864543 50.9148191339),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b62,44021,Schüttewerk,STW,440,POINT (6.9831521018 50.9134143969),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b63,44022,Schüttewerk,STW,440,POINT (6.9830805514 50.9131805815),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b64,44121,Alfred-Schütte-Allee,ASA,441,POINT (6.9844274341 50.9119246646),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b65,44122,Alfred-Schütte-Allee,ASA,441,POINT (6.9849627371 50.9115662422),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b66,44221,Poll Hauptstr.,PHA,442,POINT (6.9895582155 50.9112246729),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b67,44222,Poll Hauptstr.,PHA,442,POINT (6.9897995766 50.9116880519),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b68,44321,Im Wasserfeld,WAS,443,POINT (6.9934559829 50.9112802361),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b69,44411,Raiffeisenstr.,RAI,444,POINT (6.98606413 50.9199186058),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b6a,44412,Raiffeisenstr.,RAI,444,POINT (6.9858634354 50.9200916004),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b6b,44521,Poller Holzweg,PHO,445,POINT (6.9967888935 50.918258272),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b6c,44522,Poller Holzweg,PHO,445,POINT (6.9967307658 50.918243514),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b6d,44621,Taubenholzweg,THW,446,POINT (6.9992541631 50.9219199988),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b6e,44622,Taubenholzweg,THW,446,POINT (6.9989821183 50.9213791284),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b6f,44721,Zündorfer Weg,ZUW,447,POINT (6.9985609922 50.9103835224),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b70,44821,Siegburger Str.,SIE,448,POINT (6.9961554894 50.9139360637),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b71,44822,Siegburger Str.,SIE,448,POINT (6.9928707975 50.9151933429),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6b72,44911,Westhoven Kölner Str.,WKS,449,POINT (7.015157174 50.9064429355),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b73,44912,Westhoven Kölner Str.,WKS,449,POINT (7.0148245219 50.9067425256),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b74,45011,Westhoven Berliner Str.,WBS,450,POINT (7.0263067704 50.9010760464),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b75,45012,Westhoven Berliner Str.,WBS,450,POINT (7.024650934 50.9017051148),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b76,45111,Ensen Gilgaustr.,EGI,451,POINT (7.0307765446 50.8995893393),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b77,45112,Ensen Gilgaustr.,EGI,451,POINT (7.0316248336 50.8995808056),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b78,45211,Ensen Kloster,EKL,452,POINT (7.0475585337 50.8969598527),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b79,45212,Ensen Kloster,EKL,452,POINT (7.047008834 50.8973279417),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b7a,45321,Albin-Köbis-Str.,ANS,453,POINT (7.0933162655 50.8631138621),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6b7b,45322,Albin-Köbis-Str.,ANS,453,POINT (7.0942777127 50.8632305691),BUS,160 167
haltestellen.fid-62cca9c6_1651d8457bd_6b7c,45421,Hansestr. Ost,HSO,454,POINT (7.0656310603 50.9141600377),BUS,151
haltestellen.fid-62cca9c6_1651d8457bd_6b7d,45422,Hansestr. Ost,HSO,454,POINT (7.066544966 50.9141019715),BUS,151
haltestellen.fid-62cca9c6_1651d8457bd_6b7e,45521,Hansestr.,HSN,455,POINT (7.0552473361 50.9130680639),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6b7f,45525,Hansestr.,HSN,455,POINT (7.0548530636 50.9133049532),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6b80,45621,Humboldtstr.,HUM,456,POINT (7.0701893359 50.8917613387),BUS,160 165
haltestellen.fid-62cca9c6_1651d8457bd_6b81,45622,Humboldtstr.,HUM,456,POINT (7.0695659867 50.8909521181),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6b82,45721,Bonner Str.,BOS,457,POINT (7.0748455934 50.8929338558),BUS,160 165
haltestellen.fid-62cca9c6_1651d8457bd_6b83,45722,Bonner Str.,BOS,457,POINT (7.0740767707 50.8928255675),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6b84,45821,Eil Kirche,EIL,458,POINT (7.0780311325 50.892334139),BUS,151 152 160 165
haltestellen.fid-62cca9c6_1651d8457bd_6b85,45822,Eil Kirche,EIL,458,POINT (7.077867412 50.8922040918),BUS,151 152 160
haltestellen.fid-62cca9c6_1651d8457bd_6b86,45921,Im Falkenhorst,FKH,459,POINT (7.080173084 50.8882468643),BUS,151 152 160
haltestellen.fid-62cca9c6_1651d8457bd_6b87,45922,Im Falkenhorst,FKH,459,POINT (7.0799937861 50.8882399573),BUS,151 152 160
haltestellen.fid-62cca9c6_1651d8457bd_6b88,46021,Eil Heumarer Str.,EHE,460,POINT (7.0778218543 50.8972888254),BUS,151 152 165
haltestellen.fid-62cca9c6_1651d8457bd_6b89,46022,Eil Heumarer Str.,EHE,460,POINT (7.078084873 50.8970938569),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6b8a,46121,Maarhäuser Weg,MHW,461,POINT (7.0703193011 50.9102530814),BUS,151
haltestellen.fid-62cca9c6_1651d8457bd_6b8b,46122,Maarhäuser Weg,MHW,461,POINT (7.070408818 50.909939153),BUS,151
haltestellen.fid-62cca9c6_1651d8457bd_6b8c,46123,Maarhäuser Weg,MHW,461,POINT (7.0712616318 50.9090030665),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b8d,46124,Maarhäuser Weg,MHW,461,POINT (7.0711054767 50.9089471534),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b8e,46221,Hansestr. Süd,HSS,462,POINT (7.0769251638 50.9054280881),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b8f,46222,Hansestr. Süd,HSS,462,POINT (7.0770726858 50.9052757375),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b90,46321,Rudolf-Diesel-Str.,RDI,463,POINT (7.0754192708 50.900613859),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b91,46322,Rudolf-Diesel-Str.,RDI,463,POINT (7.0759760816 50.9011968369),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b92,46421,Theodor-Heuss-Str.,THS,464,POINT (7.0645549562 50.8968632461),BUS,151 152 154
haltestellen.fid-62cca9c6_1651d8457bd_6b93,46422,Theodor-Heuss-Str.,THS,464,POINT (7.0651495929 50.8969582764),BUS,151 152 154 165
haltestellen.fid-62cca9c6_1651d8457bd_6b94,46521,Stresemannstr.,SSM,465,POINT (7.0612998736 50.8970060905),BUS,151 152 154 165
haltestellen.fid-62cca9c6_1651d8457bd_6b95,46522,Stresemannstr.,SSM,465,POINT (7.0616909755 50.8969132962),BUS,151 152 154
haltestellen.fid-62cca9c6_1651d8457bd_6b96,46611,Porz Steinstr.,PST,466,POINT (7.0560626795 50.8918913949),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b97,46612,Porz Steinstr.,PST,466,POINT (7.0564495272 50.891613097),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b98,46621,Porz Steinstr.,PST,466,POINT (7.05616432 50.8914755095),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6b99,46622,Porz Steinstr.,PST,466,POINT (7.0563834625 50.8920318236),BUS,154 165
haltestellen.fid-62cca9c6_1651d8457bd_6b9a,46711,Porz Markt,PZM,467,POINT (7.0591550616 50.8846297997),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b9b,46712,Porz Markt,PZM,467,POINT (7.0592161011 50.8852717978),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6b9c,46721,Porz Markt,PZM,467,POINT (7.0589674116 50.8852346545),BUS,151 152 154 160 161 162 165 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6b9d,46722,Porz Markt,PZM,467,POINT (7.0593579598 50.884715017),BUS,151 152 154 160 161 162 165 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6b9e,46821,Bf Porz,BFP,468,POINT (7.0653415851 50.8827832296),BUS,151 152 160 161 162 165 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6b9f,46822,Bf Porz,BFP,468,POINT (7.0650999439 50.882905585),BUS,151 152 160 161 162 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6ba0,46921,Siemensstr.,SIM,469,POINT (7.0711041225 50.8856241358),BUS,160 162 165
haltestellen.fid-62cca9c6_1651d8457bd_6ba1,46922,Siemensstr.,SIM,469,POINT (7.0709446895 50.8854463928),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6ba2,47021,Kopernikusschule,KOP,470,POINT (7.0707467962 50.8877446123),BUS,160 165
haltestellen.fid-62cca9c6_1651d8457bd_6ba3,47022,Kopernikusschule,KOP,470,POINT (7.0706218147 50.8875966681),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6ba4,47121,Feuerwache,FWA,471,POINT (7.072873888 50.8811060634),BUS,151 152 161 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6ba5,47122,Feuerwache,FWA,471,POINT (7.0730805786 50.8812305321),BUS,151 152 161 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6ba6,47422,Antoniusstr.,ATO,474,POINT (7.0916725831 50.8816158306),BUS,160 161 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6ba7,47423,Antoniusstr.,ATO,474,POINT (7.0927041997 50.8817676018),BUS,160 161 185
haltestellen.fid-62cca9c6_1651d8457bd_6ba8,47521,Waldstr./Akazienweg,WAK,475,POINT (7.0975955188 50.8806107229),BUS,160 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6ba9,47522,Waldstr./Akazienweg,WAK,475,POINT (7.0971348714 50.8814141734),BUS,160 161 185
haltestellen.fid-62cca9c6_1651d8457bd_6baa,47523,Waldstr./Akazienweg,WAK,475,POINT (7.0986721854 50.8812027874),BUS,161
haltestellen.fid-62cca9c6_1651d8457bd_6bab,47621,Grengel Mauspfad,GMP,476,POINT (7.1034352642 50.8803280454),BUS,161
haltestellen.fid-62cca9c6_1651d8457bd_6bac,47622,Grengel Mauspfad,GMP,476,POINT (7.1034530356 50.8803980353),BUS,161
haltestellen.fid-62cca9c6_1651d8457bd_6bad,47721,Friedensstr.,FRI,477,POINT (7.0977271871 50.8772174801),BUS,160 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6bae,47722,Friedensstr.,FRI,477,POINT (7.097722405 50.8773977257),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6baf,47821,Wiesenweg,WIW,478,POINT (7.0980671306 50.8729603678),BUS,160 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6bb0,47822,Wiesenweg,WIW,478,POINT (7.0980929586 50.8732057772),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bb1,47921,Urbach Friedhof,UFR,479,POINT (7.087542402 50.8782785542),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bb2,47922,Urbach Friedhof,UFR,479,POINT (7.0876638946 50.8783388245),BUS,162 166
haltestellen.fid-62cca9c6_1651d8457bd_6bb3,48021,Friedrich-Hirsch-Str.,FHI,480,POINT (7.0842634821 50.8761213202),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bb4,48022,Friedrich-Hirsch-Str.,FHI,480,POINT (7.0839721941 50.8760213841),BUS,162 166
haltestellen.fid-62cca9c6_1651d8457bd_6bb5,48121,Elsdorf,ELS,481,POINT (7.0833467898 50.8722993168),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bb6,48122,Elsdorf,ELS,481,POINT (7.0834415679 50.8725563851),BUS,162 166
haltestellen.fid-62cca9c6_1651d8457bd_6bb7,48221,Kaserne Nordtor,KNT,482,POINT (7.106738632 50.8725927936),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bb8,48222,Kaserne Nordtor,KNT,482,POINT (7.1074323908 50.8721652457),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bb9,48421,Dorotheenstr.,DOR,484,POINT (7.0733105672 50.8861968808),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bba,48422,Dorotheenstr.,DOR,484,POINT (7.0731442869 50.8862468385),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bbb,48521,Berrenrather Str./Gürtel L131,BRG1,485,POINT (6.9219999989 50.9144999927),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6bbc,48522,Berrenrather Str./Gürtel L131,BRG1,485,POINT (6.9219999989 50.9144999927),BUS,131
haltestellen.fid-62cca9c6_1651d8457bd_6bbd,48611,Zündorf,ZDF,486,POINT (7.0487132599 50.8659233205),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6bbe,48612,Zündorf,ZDF,486,POINT (7.0492776981 50.866200503),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6bbf,48621,Zündorf,ZDF,486,POINT (7.0493489516 50.8659473506),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6bc0,48622,Zündorf,ZDF,486,POINT (7.0495290611 50.8661539804),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6bc1,48623,Zündorf,ZDF,486,POINT (7.048587788 50.8658207617),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6bc2,48721,An St. Marien,ASM,487,POINT (7.0542164143 50.8640050285),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6bc3,48722,An St. Marien,ASM,487,POINT (7.0545121994 50.8639014961),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6bc4,48821,Wahn S-Bahn,BWH,488,POINT (7.0796747065 50.8583924618),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6bc5,48822,Wahn S-Bahn,BWH,488,POINT (7.0796404221 50.8581962836),BUS,160 162 167
haltestellen.fid-62cca9c6_1651d8457bd_6bc6,48823,Wahn S-Bahn,BWH,488,POINT (7.0796747065 50.8583924618),BUS,167
haltestellen.fid-62cca9c6_1651d8457bd_6bc7,48824,Wahn S-Bahn,BWH,488,POINT (7.0796404221 50.8581962836),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6bc8,48825,Wahn S-Bahn,BWH,488,POINT (7.0796404221 50.8581962836),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6bc9,48826,Wahn S-Bahn,BWH,488,POINT (7.0796404221 50.8581962836),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6bca,48827,Wahn S-Bahn,BWH,488,POINT (7.0796404221 50.8581962836),BUS,163
haltestellen.fid-62cca9c6_1651d8457bd_6bcb,48828,Wahn S-Bahn,BWH,488,POINT (7.0796404221 50.8581962836),BUS,163
haltestellen.fid-62cca9c6_1651d8457bd_6bcc,48921,Wahn Kirche,WHO,489,POINT (7.0854251579 50.8572032911),BUS,160 162 167
haltestellen.fid-62cca9c6_1651d8457bd_6bcd,48922,Wahn Kirche,WHO,489,POINT (7.087571784 50.8575357401),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bce,48923,Wahn Kirche,WHO,489,POINT (7.0859220844 50.8579416459),BUS,167
haltestellen.fid-62cca9c6_1651d8457bd_6bcf,48924,Wahn Kirche,WHO,489,POINT (7.0863248959 50.8568663971),BUS,162 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd0,49021,Nachtigallenstr.,NAC,490,POINT (7.0827671649 50.863127167),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6bd1,49022,Nachtigallenstr.,NAC,490,POINT (7.0832252435 50.8630738056),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6bd2,49023,Nachtigallenstr.,NAC,490,POINT (7.0839586783 50.8621482558),BUS,167
haltestellen.fid-62cca9c6_1651d8457bd_6bd3,49121,Wahn Friedhof,WFR,491,POINT (7.0899142652 50.8525057836),BUS,162 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd4,49122,Wahn Friedhof,WFR,491,POINT (7.0898574108 50.8524924415),BUS,162 167 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd5,49221,Linder Kreuz,LIK,492,POINT (7.094308163 50.8467999703),BUS,162 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd6,49222,Linder Kreuz,LIK,492,POINT (7.0943443324 50.8469407736),BUS,162 167 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd7,49321,Troisdorfer Str.,TRO,493,POINT (7.1009124852 50.8482741723),BUS,162 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd8,49322,Troisdorfer Str.,TRO,493,POINT (7.1004246056 50.847781827),BUS,162 167 185
haltestellen.fid-62cca9c6_1651d8457bd_6bd9,49421,Linder Weg,LDW,494,POINT (7.1050930106 50.8499746898),BUS,160 162 185
haltestellen.fid-62cca9c6_1651d8457bd_6bda,49422,Linder Weg,LDW,494,POINT (7.1035638319 50.8497980286),BUS,162 167 185
haltestellen.fid-62cca9c6_1651d8457bd_6bdb,49423,Linder Weg,LDW,494,POINT (7.105111158 50.8499791217),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6bdc,49521,Linder Mauspfad,LND,495,POINT (7.1098823325 50.8503892846),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bdd,49522,Linder Mauspfad,LND,495,POINT (7.1091127854 50.8511502747),BUS,162 167
haltestellen.fid-62cca9c6_1651d8457bd_6bde,49523,Linder Mauspfad,LND,495,POINT (7.1092898651 50.8511699628),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6bdf,49621,Deutzer Ring,DZR,496,POINT (6.9942488594 50.9354210277),BUS,153 159
haltestellen.fid-62cca9c6_1651d8457bd_6be0,49622,Deutzer Ring,DZR,496,POINT (6.9938117802 50.9355560676),BUS,153 159
haltestellen.fid-62cca9c6_1651d8457bd_6be1,49721,Libur Kirche,LBK,497,POINT (7.0693699828 50.8382699991),BUS,163
haltestellen.fid-62cca9c6_1651d8457bd_6be2,49722,Libur Kirche,LBK,497,POINT (7.0696500022 50.8383199617),BUS,163
haltestellen.fid-62cca9c6_1651d8457bd_6be3,49821,Libur Margaretenstr.,LIM,498,POINT (7.0729699646 50.8392499458),BUS,163
haltestellen.fid-62cca9c6_1651d8457bd_6be4,49822,Libur Margaretenstr.,LIM,498,POINT (7.0732099072 50.8392799911),BUS,163
haltestellen.fid-62cca9c6_1651d8457bd_6be5,49921,Lucasstr.,RLS,499,POINT (7.1064860348 50.8656388145),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6be6,49922,Lucasstr.,RLS,499,POINT (7.1068943986 50.8657741407),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6be7,50021,Bieselweg,BIE,500,POINT (7.0997182911 50.8636668214),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6be8,50022,Bieselweg,BIE,500,POINT (7.0995051882 50.8635918505),BUS,160 167
haltestellen.fid-62cca9c6_1651d8457bd_6be9,50221,Kornblumenweg,KBW,502,POINT (7.0927021329 50.8584218716),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bea,50222,Kornblumenweg,KBW,502,POINT (7.0919593386 50.8584024416),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6beb,50321,Guntherstr.,GUN,503,POINT (7.1007996602 50.8587911276),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bec,50322,Guntherstr.,GUN,503,POINT (7.1015350128 50.8589800016),BUS,160 185
haltestellen.fid-62cca9c6_1651d8457bd_6bed,50921,DLR,DLR,509,POINT (7.1190443678 50.855166689),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bee,50922,DLR,DLR,509,POINT (7.1190443678 50.855166689),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6bef,51021,Urbach Waldstr.,UWS,510,POINT (7.0830152603 50.8813063801),BUS,160 161 162 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6bf0,51022,Urbach Waldstr.,UWS,510,POINT (7.082784188 50.8815985668),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6bf1,51121,Urbach Kaiserstr.,UKS,511,POINT (7.0809166081 50.8813860154),BUS,151 152 161 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6bf2,51122,Urbach Kaiserstr.,UKS,511,POINT (7.0807980681 50.8813888326),BUS,151 152 161 166 185
haltestellen.fid-62cca9c6_1651d8457bd_6bf3,51211,Kalk Post,KPO,512,POINT (6.9989591528 50.9375572005),STRAB,1 9
haltestellen.fid-62cca9c6_1651d8457bd_6bf4,51212,Kalk Post,KPO,512,POINT (6.997923247 50.9375000466),STRAB,1 9
haltestellen.fid-62cca9c6_1651d8457bd_6bf5,51221,Kalk Post,KPO,512,POINT (6.9983121143 50.9373741476),BUS,159 193
haltestellen.fid-62cca9c6_1651d8457bd_6bf6,51222,Kalk Post,KPO,512,POINT (6.9993793958 50.937622143),BUS,159 193
haltestellen.fid-62cca9c6_1651d8457bd_6bf7,51311,Kalk Kapelle,KKP,513,POINT (7.0088299185 50.9389229541),STRAB,1 9
haltestellen.fid-62cca9c6_1651d8457bd_6bf8,51312,Kalk Kapelle,KKP,513,POINT (7.0076409769 50.9387220751),STRAB,1 9
haltestellen.fid-62cca9c6_1651d8457bd_6bf9,51321,Kalk Kapelle,KKP,513,POINT (7.0096023589 50.9390141921),BUS,159 193
haltestellen.fid-62cca9c6_1651d8457bd_6bfa,51322,Kalk Kapelle,KKP,513,POINT (7.0089696566 50.9390305639),BUS,159 193
haltestellen.fid-62cca9c6_1651d8457bd_6bfb,51421,Eythstr.,EYT,514,POINT (7.010944943 50.9402180388),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6bfc,51422,Eythstr.,EYT,514,POINT (7.010939278 50.9398705155),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6bfd,51521,Steinmetzstr.,SMS,515,POINT (7.0081941229 50.942641888),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6bfe,51522,Steinmetzstr.,SMS,515,POINT (7.0094862977 50.9433277526),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6bff,51621,Remscheider Str.,RMS,516,POINT (7.007763783 50.944439941),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c00,51622,Remscheider Str.,RMS,516,POINT (7.0051167873 50.9447249888),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c01,51711,Fuldaer Str.,FDS,517,POINT (7.0231586704 50.9416046629),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c02,51712,Fuldaer Str.,FDS,517,POINT (7.0219227482 50.9415752739),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c03,51721,Fuldaer Str.,FDS,517,POINT (7.0226699641 50.9415010533),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c04,51722,Fuldaer Str.,FDS,517,POINT (7.02251849 50.9415013656),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c05,51811,Höhenberg Frankfurter Str.,HFR,518,POINT (7.0297304432 50.9417457092),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c06,51812,Höhenberg Frankfurter Str.,HFR,518,POINT (7.0286674429 50.9417977349),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c07,51821,Höhenberg Frankfurter Str.,HFR,518,POINT (7.029336776 50.9417910481),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6c08,51822,Höhenberg Frankfurter Str.,HFR,518,POINT (7.0292912784 50.9415204696),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6c09,51921,Mülheimer Friedhof,MHF,519,POINT (7.0221731668 50.9470246542),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c0a,51922,Mülheimer Friedhof,MHF,519,POINT (7.0231360037 50.9460782781),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c0b,52021,Würzburger Str.,WUZ,520,POINT (7.0195499653 50.939044961),BUS,153 193
haltestellen.fid-62cca9c6_1651d8457bd_6c0c,52022,Würzburger Str.,WUZ,520,POINT (7.0196768728 50.9387013962),BUS,153 193
haltestellen.fid-62cca9c6_1651d8457bd_6c0d,52111,Vingst,VGT,521,POINT (7.0222583241 50.932701843),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c0e,52112,Vingst,VGT,521,POINT (7.0211859698 50.9328313466),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c0f,52121,Vingst,VGT,521,POINT (7.0216968875 50.9326307228),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c10,52122,Vingst,VGT,521,POINT (7.0216749116 50.9327796459),BUS,153 193
haltestellen.fid-62cca9c6_1651d8457bd_6c11,52123,Vingst,VGT,521,POINT (7.0216749116 50.9327796459),BUS,193
haltestellen.fid-62cca9c6_1651d8457bd_6c12,52221,Kürtenstr.,KUE,522,POINT (7.0173413028 50.928533041),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c13,52222,Kürtenstr.,KUE,522,POINT (7.0171563376 50.9284049765),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c14,52321,Oranienstr.,ORA,523,POINT (7.0213113732 50.9360899115),BUS,153 193
haltestellen.fid-62cca9c6_1651d8457bd_6c15,52322,Oranienstr.,ORA,523,POINT (7.0211892608 50.9363880513),BUS,153 193
haltestellen.fid-62cca9c6_1651d8457bd_6c16,52521,Feldbergstr.,FBS,525,POINT (6.9941218484 50.9334080269),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c17,52522,Feldbergstr.,FBS,525,POINT (6.9944055297 50.9341913986),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c18,52621,Weilburger Str.,WBU,526,POINT (6.9940180589 50.9316096551),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c19,52622,Weilburger Str.,WBU,526,POINT (6.9939680519 50.9313363755),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c1a,52721,Am Grauen Stein,AGS,527,POINT (6.9919676735 50.9238377148),BUS,196
haltestellen.fid-62cca9c6_1651d8457bd_6c1b,52722,Am Grauen Stein,AGS,527,POINT (6.9919676735 50.9238377148),BUS,196
haltestellen.fid-62cca9c6_1651d8457bd_6c1c,52821,Esserstr.,ESS,528,POINT (6.9965749175 50.9300913539),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c1d,52822,Esserstr.,ESS,528,POINT (6.997102799 50.9299746802),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c1e,53021,Gremberg,GBG,530,POINT (7.0106805918 50.9259113698),BUS,153
